customer_ID,shopping_pt,record_type,day,time,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost
10000001,1,0,1,12:35,OK,10002,1,0,9,f,NA,24,24,0,3,9,0,0,1,1,0,0,4,543
10000001,2,0,1,12:36,OK,10002,1,0,9,f,NA,24,24,0,3,9,2,1,1,3,1,3,2,611
10000002,1,0,4,12:19,PA,10003,1,1,7,f,NA,74,74,0,2,15,2,0,2,3,1,2,2,691
10000002,2,0,4,12:21,PA,10003,1,1,7,f,NA,74,74,0,2,15,2,0,2,3,1,2,2,695
10000004,1,0,1,12:39,OK,10005,1,0,13,f,3,22,22,0,NA,NA,0,0,1,1,0,0,2,596
10000004,2,0,1,12:42,OK,10005,1,0,13,f,3,22,22,0,NA,NA,2,0,1,1,0,3,2,711
10000004,3,0,1,12:43,OK,10005,1,0,13,f,3,22,22,0,NA,NA,2,0,1,1,0,3,2,722
10000004,4,0,1,12:44,OK,10005,1,0,13,f,3,22,22,0,NA,NA,2,0,1,1,0,3,2,722
10000004,5,0,1,12:53,OK,10005,1,0,13,f,3,22,22,0,1,3,2,0,1,1,0,3,2,673
10000004,6,0,1,12:54,OK,10005,1,0,13,f,3,22,22,0,1,3,2,0,1,1,0,2,2,683
10000004,7,0,1,12:56,OK,10005,1,0,13,f,3,22,22,0,1,3,2,0,1,1,0,2,4,700
10000004,8,0,1,12:57,OK,10005,1,0,13,f,3,22,22,0,1,3,2,0,1,1,0,2,3,689
10000004,9,0,1,12:59,OK,10005,1,0,13,f,3,22,22,0,1,3,2,0,1,1,1,2,3,692
10000006,1,0,2,18:12,WA,10007,1,0,11,e,NA,27,27,0,3,12,0,0,1,1,0,0,1,625
10000006,2,0,2,18:12,WA,10007,1,0,11,e,NA,27,27,0,3,12,0,0,1,1,0,0,1,625
10000008,1,0,0,9:16,FL,10009,1,1,11,e,1,75,75,0,1,9,1,0,2,3,0,2,3,578
10000008,2,0,0,9:16,FL,10009,1,1,11,e,1,75,75,0,1,9,1,0,2,3,0,2,2,547
10000008,3,0,0,9:17,FL,10009,1,1,11,e,1,75,75,0,1,9,0,0,1,3,0,0,3,561
10000008,4,0,0,9:18,FL,10009,1,1,11,e,1,75,75,0,1,9,0,0,1,3,0,0,3,561
10000008,5,0,0,9:21,FL,10009,1,1,11,e,1,75,75,0,1,9,1,0,1,3,0,2,3,579
10000008,6,0,0,9:22,FL,10009,1,1,11,e,1,75,75,0,1,9,0,0,1,3,0,2,3,567
10000009,1,0,2,14:00,KY,10010,1,0,7,f,NA,25,25,0,1,1,0,1,1,2,0,0,2,627
10000009,2,0,2,14:00,KY,10010,1,0,7,f,NA,25,25,0,1,1,0,1,1,2,0,0,2,627
10000009,3,0,2,14:01,KY,10010,1,0,7,f,NA,25,25,0,1,1,0,1,1,2,0,0,2,627
10000009,4,0,2,14:20,KY,10010,1,0,7,f,NA,25,25,0,1,1,0,1,1,2,0,0,2,627
10000010,1,0,1,8:50,PA,10011,2,1,12,d,NA,75,75,1,1,10,1,1,3,3,1,1,1,670
10000010,2,0,1,8:52,PA,10011,2,1,12,d,NA,75,75,1,1,10,1,0,1,2,0,1,2,644
10000011,1,0,6,23:10,MO,10012,1,1,11,h,3,56,56,0,3,2,1,0,3,3,0,2,1,580
10000011,2,0,6,23:10,MO,10012,1,1,11,h,3,56,56,0,3,2,1,0,3,3,0,2,2,581
10000012,1,0,1,10:33,FL,10013,1,0,7,d,4,22,22,0,3,7,2,0,1,1,0,3,3,713
10000012,2,0,1,10:36,FL,10013,1,0,7,d,4,22,22,0,3,7,1,0,3,3,1,2,3,738
10000012,3,0,1,10:37,FL,10013,1,0,7,d,4,22,22,0,3,7,1,0,3,3,1,2,3,746
10000012,4,0,1,10:41,FL,10013,1,0,7,d,4,22,22,0,3,7,2,0,2,3,0,3,3,730
10000015,1,0,4,7:53,NY,10016,2,0,1,f,2,32,30,0,3,2,1,1,3,3,1,0,3,735
10000015,2,0,4,7:54,NY,10016,2,0,1,f,2,32,30,0,3,2,1,1,3,3,1,0,2,733
10000017,1,0,2,13:28,WA,10019,1,1,8,h,NA,46,46,0,2,1,1,1,3,3,1,1,1,668
10000017,2,0,2,13:41,WA,10019,1,1,8,g,NA,46,46,0,2,1,1,1,3,3,1,1,1,667
10000018,1,0,2,12:06,KY,10020,1,0,3,f,3,58,58,0,3,11,1,0,1,1,0,2,2,575
10000018,2,0,2,12:08,KY,10020,1,0,3,f,3,58,58,0,3,11,1,0,3,3,1,1,1,600
10000018,3,0,2,12:09,KY,10020,1,0,3,f,3,58,58,0,3,11,1,1,3,3,1,1,1,605
10000020,1,0,3,12:58,NV,10022,1,0,12,e,3,50,50,0,3,4,0,1,3,3,0,0,2,564
10000020,2,0,3,12:58,NV,10022,1,0,12,e,3,50,50,0,3,4,0,1,2,3,0,2,2,585
10000020,3,0,3,12:59,NV,10022,1,0,12,e,3,50,50,0,3,4,0,1,2,3,0,2,2,590
10000020,4,0,3,13:08,NV,10022,1,0,12,e,3,50,50,0,3,4,0,1,2,3,0,2,2,585
10000021,1,0,0,10:20,OH,10023,1,1,6,e,NA,54,48,1,1,2,0,1,1,3,0,1,2,570
10000021,2,0,0,10:21,OH,10023,1,1,6,e,NA,54,48,1,1,2,0,1,1,3,0,1,2,570
10000021,3,0,0,10:33,OH,10023,1,1,6,e,NA,54,48,1,1,2,0,1,1,3,0,1,2,570
10000022,1,0,1,8:49,FL,10024,2,1,15,h,2,59,57,1,4,1,1,1,3,3,1,2,3,622
10000022,2,0,1,8:50,FL,10024,2,1,15,h,2,59,57,1,4,1,1,1,4,3,1,2,3,629
10000022,3,0,1,8:51,FL,10024,2,1,15,h,2,59,57,1,4,1,1,1,4,3,1,1,3,630
10000022,4,0,1,8:52,FL,10024,2,1,15,h,2,59,57,1,4,1,1,1,4,3,1,1,3,624
10000022,5,0,1,8:52,FL,10024,2,1,15,h,2,59,57,1,4,1,1,1,4,3,1,1,3,617
10000024,1,0,0,14:02,AL,10026,1,1,26,c,1,75,75,0,1,3,0,0,1,1,0,0,2,551
10000024,2,0,0,14:03,AL,10026,1,1,26,c,1,75,75,0,1,3,0,0,1,1,0,0,2,555
10000024,1,0,0,14:02,AL,10026,1,1,26,c,1,75,75,0,1,3,0,0,1,1,0,0,2,551
10000024,2,0,0,14:03,AL,10026,1,1,26,c,1,75,75,0,1,3,0,0,1,1,0,0,2,555
10000029,1,0,4,13:33,WA,10031,1,1,14,e,2,68,68,0,3,5,1,1,3,3,0,1,2,616
10000029,2,0,4,13:34,WA,10031,1,1,14,e,2,68,68,0,3,5,0,0,3,3,0,0,2,605
10000029,3,0,4,13:35,WA,10031,1,1,14,e,2,68,68,0,3,5,0,0,3,3,0,0,2,597
10000030,1,0,3,16:24,PA,10032,1,0,14,d,4,23,23,0,1,6,0,0,1,1,0,0,1,631
10000030,2,0,3,16:32,PA,10032,1,0,14,d,4,23,23,0,1,6,0,0,1,1,0,0,1,638
10000030,3,0,3,16:35,PA,10032,1,0,14,d,4,23,23,0,1,6,0,0,1,1,0,0,1,638
10000030,4,0,3,16:39,PA,10032,1,0,14,d,4,23,23,0,1,6,0,0,1,1,0,0,1,628
10000030,5,0,3,16:40,PA,10032,1,0,14,d,4,23,23,0,1,6,0,0,1,1,0,0,1,628
10000035,1,0,1,11:47,FL,10037,1,0,7,g,2,24,24,0,2,3,1,1,1,3,1,2,3,691
10000035,2,0,1,11:49,FL,10037,1,0,7,g,2,24,24,0,2,9,1,1,1,3,1,2,3,670
10000044,1,0,4,15:21,NV,10046,2,1,1,g,2,54,50,1,3,15,2,1,3,3,1,1,3,591
10000044,2,0,4,15:22,NV,10046,2,1,1,g,2,54,50,1,3,15,2,1,3,3,1,1,3,603
10000045,1,0,3,13:31,OH,10047,1,1,17,c,3,40,40,0,3,5,1,0,3,3,0,2,2,560
10000045,2,0,3,13:31,OH,10047,1,1,17,c,3,40,40,0,3,5,1,1,3,3,1,1,2,571
10000045,3,0,3,13:32,OH,10047,1,1,17,c,3,40,40,0,3,5,1,1,3,3,1,1,2,583
10000046,1,0,1,16:49,NE,10048,2,1,7,g,3,33,31,1,3,6,1,1,3,3,1,2,2,597
10000046,2,0,1,16:50,NE,10048,2,1,7,g,3,33,31,1,3,6,1,0,3,3,0,2,1,581
10000051,1,0,0,13:57,OK,10005,1,0,13,e,3,44,44,0,1,8,0,0,1,1,0,0,2,517
10000051,2,0,0,13:58,OK,10005,1,0,13,e,3,44,44,0,1,8,0,0,1,1,0,0,2,517
10000051,3,0,0,13:59,OK,10005,1,0,13,e,3,44,44,0,1,8,1,1,2,1,1,2,2,613
10000051,4,0,0,14:02,OK,10005,1,0,13,e,3,44,44,0,1,8,1,1,2,1,1,2,2,616
10000053,1,0,1,16:25,CO,10054,1,0,12,g,4,23,23,0,4,5,1,0,3,3,0,2,2,605
10000053,2,0,1,16:27,CO,10054,1,0,12,g,4,23,23,0,4,5,1,0,3,3,0,2,2,605
10000053,3,0,1,16:30,CO,10054,1,0,12,g,4,23,23,0,4,5,1,1,4,3,0,2,2,615
10000056,1,0,4,15:09,MO,10057,2,0,9,d,NA,49,49,0,3,14,1,1,2,3,0,1,3,616
10000056,2,0,4,15:10,MO,10057,2,0,9,d,NA,49,49,0,3,14,1,1,2,3,0,1,1,598
10000058,1,0,0,12:01,TN,10059,1,1,13,f,NA,57,57,0,2,2,1,1,2,2,1,1,2,639
10000058,2,0,0,12:01,TN,10059,1,1,13,f,NA,57,57,0,2,2,1,1,2,2,1,1,1,642
10000058,3,0,0,12:06,TN,10059,1,1,13,f,NA,57,57,0,2,2,1,1,2,2,1,1,1,642
10000058,4,0,0,15:49,TN,10059,1,1,13,f,NA,57,57,0,2,2,1,1,2,2,1,1,1,642
10000065,1,0,3,13:50,OH,10066,4,0,0,f,3,65,27,1,3,6,1,0,2,2,0,2,4,693
10000065,2,0,3,13:51,OH,10066,4,0,0,f,3,65,27,1,3,6,1,0,2,2,0,2,3,675
10000065,3,0,3,13:53,OH,10066,4,0,0,f,3,65,27,1,3,6,1,0,3,3,0,2,3,670
10000065,4,0,3,13:54,OH,10066,4,0,0,f,3,65,27,1,3,6,1,0,3,3,0,2,3,675
10000067,1,0,3,15:22,OK,10068,1,1,14,f,NA,20,20,0,NA,NA,0,0,1,1,0,0,2,647
10000067,2,0,3,15:26,OK,10068,1,1,14,f,NA,20,20,0,NA,NA,1,0,1,2,0,2,2,751
10000067,3,0,3,15:28,OK,10068,1,1,14,f,NA,20,20,0,1,4,1,0,1,2,0,2,2,677
10000067,4,0,3,15:29,OK,10068,1,1,14,f,NA,20,20,0,1,4,1,0,1,2,0,2,2,690
10000067,5,0,3,15:30,OK,10068,1,1,14,f,NA,20,20,0,1,4,1,0,1,2,0,2,2,677
10000067,6,0,3,15:34,OK,10068,1,1,14,f,NA,20,20,0,1,4,1,0,1,2,0,2,2,677
10000067,7,0,3,15:36,OK,10068,1,1,14,f,NA,20,20,0,1,4,1,0,1,2,0,2,2,677
10000070,1,0,2,16:08,ME,10071,1,0,2,e,4,27,27,0,1,2,1,1,2,3,1,1,4,649
10000070,2,0,2,16:08,ME,10071,1,0,2,e,4,27,27,0,1,2,1,1,2,3,1,1,4,649
10000070,3,0,2,16:11,ME,10071,1,0,2,e,4,27,27,0,1,2,1,1,2,3,1,1,1,630
10000070,4,0,2,16:12,ME,10071,1,0,2,e,4,27,27,0,1,2,1,0,2,3,0,1,1,622
10000071,1,0,0,14:08,KY,10072,1,0,7,e,NA,29,23,1,1,2,1,0,3,3,0,2,1,665
10000071,2,0,0,14:09,KY,10072,1,0,7,e,NA,29,23,1,1,2,1,0,1,3,0,2,1,645
10000074,1,0,0,18:13,CO,10074,2,1,5,e,NA,44,42,1,2,5,1,0,1,1,0,2,2,574
10000074,2,0,0,18:14,CO,10074,2,1,5,e,NA,44,42,1,2,5,1,0,1,1,0,2,2,574
10000081,1,0,3,11:11,OH,10081,2,1,12,e,4,60,57,1,3,4,2,0,3,3,0,3,3,584
10000081,2,0,3,11:12,OH,10081,2,1,12,e,4,60,57,1,3,4,1,1,3,3,0,1,3,599
10000081,3,0,3,12:41,OH,10081,2,1,12,e,4,60,57,1,3,4,1,1,3,3,0,1,3,599
10000081,4,0,3,12:47,OH,10081,2,1,12,e,4,60,57,1,3,4,1,1,3,3,0,1,3,599
10000081,5,0,3,12:49,OH,10081,2,1,12,e,4,60,57,1,3,4,1,1,3,3,0,1,3,599
10000081,6,0,3,12:50,OH,10081,2,1,12,e,4,60,57,1,3,4,1,1,3,3,0,1,3,599
10000083,1,0,2,7:32,ME,10083,1,0,8,f,NA,57,57,0,2,3,1,0,3,3,1,1,1,619
10000083,2,0,2,7:32,ME,10083,1,0,8,f,NA,57,57,0,2,3,1,0,3,3,1,1,2,638
10000083,3,0,2,7:34,ME,10083,1,0,8,f,NA,57,57,0,2,3,0,0,3,3,0,0,2,591
10000085,1,0,3,18:10,UT,10085,2,1,3,d,NA,50,19,0,NA,NA,1,0,2,2,0,2,2,749
10000085,2,0,3,18:11,UT,10085,2,1,3,d,NA,50,19,0,1,3,1,0,2,2,0,2,1,657
10000085,3,0,3,18:15,UT,10085,2,1,3,d,NA,50,19,0,1,3,1,0,2,2,1,1,1,660
10000085,4,0,3,18:16,UT,10085,2,1,3,d,NA,50,19,0,1,3,1,0,1,2,1,1,1,656
10000093,1,0,0,8:30,PA,10093,1,0,10,f,NA,42,42,0,1,1,1,0,3,2,0,2,1,685
10000093,2,0,0,8:31,PA,10093,1,0,10,f,NA,42,42,0,1,1,1,0,3,2,0,2,1,676
10000099,1,0,4,8:48,KY,10099,1,0,16,d,NA,48,48,0,2,1,1,0,2,3,0,2,1,664
10000099,2,0,4,8:49,KY,10099,1,0,16,d,NA,48,48,0,2,1,1,0,2,3,0,2,1,673
10000099,3,0,4,8:50,KY,10099,1,0,16,d,NA,48,48,0,2,1,0,0,2,3,0,2,1,659
10000101,1,0,1,10:07,NY,10101,1,0,1,g,1,49,49,0,3,15,1,1,3,2,1,0,4,676
10000101,2,0,1,10:08,NY,10101,1,0,1,g,1,49,49,0,3,15,1,1,3,2,1,0,2,670
10000101,3,0,1,10:10,NY,10101,1,0,1,g,1,49,49,0,3,15,1,1,3,2,1,0,2,670
10000101,4,0,1,10:27,NY,10101,1,0,1,g,1,49,49,0,3,15,1,1,3,2,1,0,2,670
10000106,1,0,4,14:34,GA,10106,2,0,4,e,NA,25,25,1,3,4,1,1,3,3,1,1,1,661
10000106,2,0,4,14:35,GA,10106,2,0,4,e,NA,25,25,1,3,4,1,1,3,3,1,1,3,674
10000106,3,0,4,14:37,GA,10106,2,0,4,e,NA,25,25,1,3,4,1,1,3,3,1,1,3,674
10000109,1,0,2,12:11,AL,10109,2,1,12,f,NA,43,37,1,1,2,0,0,1,1,0,0,4,574
10000109,2,0,2,12:19,AL,10109,2,1,12,f,NA,43,37,1,1,2,1,1,2,3,0,2,2,621
10000109,3,0,2,12:20,AL,10109,2,1,12,f,NA,43,37,1,1,2,1,1,2,3,0,2,2,621
10000109,1,0,2,12:11,AL,10109,2,1,12,f,NA,43,37,1,1,2,0,0,1,1,0,0,4,574
10000109,2,0,2,12:19,AL,10109,2,1,12,f,NA,43,37,1,1,2,1,1,2,3,0,2,2,621
10000109,3,0,2,12:20,AL,10109,2,1,12,f,NA,43,37,1,1,2,1,1,2,3,0,2,2,621
10000110,1,0,1,19:07,CO,10110,2,1,6,g,3,34,33,1,3,7,1,1,3,3,1,2,4,624
10000110,2,0,1,19:08,CO,10110,2,1,6,g,3,34,33,1,3,7,1,1,3,3,1,2,2,627
10000120,1,0,0,14:35,NY,10120,1,1,4,e,1,60,60,0,3,7,0,0,1,2,0,0,2,552
10000120,2,0,0,14:36,NY,10120,1,1,4,e,1,60,60,0,3,7,1,1,3,3,1,0,2,617
10000120,3,0,0,14:36,NY,10120,1,1,4,e,1,60,60,0,3,7,1,1,3,3,1,0,3,621
10000120,4,0,0,14:39,NY,10120,1,1,4,e,1,60,60,0,3,7,1,1,3,3,1,0,3,625
10000140,1,0,4,18:26,WA,10140,1,0,11,g,NA,43,43,0,1,2,1,0,1,2,0,1,1,689
10000140,2,0,4,18:27,WA,10140,1,0,11,g,NA,43,43,0,1,2,1,0,1,2,0,1,1,683
10000142,1,0,2,16:16,TN,10142,1,1,21,d,3,60,58,1,2,15,1,1,3,3,0,2,3,563
10000142,2,0,2,16:18,TN,10142,1,1,21,d,3,60,58,1,2,15,0,1,2,3,0,0,2,513
10000153,1,0,4,14:47,NY,10153,2,1,6,d,2,63,63,1,3,8,0,0,3,3,0,0,2,626
10000153,2,0,4,14:48,NY,10153,2,1,6,d,2,63,63,1,3,8,1,1,3,3,1,0,1,660
10000171,1,0,1,11:56,CT,10170,1,1,7,e,4,45,45,0,4,14,1,0,3,3,0,0,1,617
10000171,2,0,1,12:06,CT,10170,1,1,7,e,4,45,45,0,4,14,1,0,3,3,0,0,1,618
10000186,1,0,2,9:41,WI,10184,1,1,5,d,NA,51,51,0,3,15,2,1,3,3,1,1,4,640
10000186,2,0,2,9:42,WI,10184,1,1,5,d,NA,51,51,0,3,15,2,1,3,3,1,1,4,640
10000186,3,0,2,9:43,WI,10184,1,1,5,d,NA,51,51,0,3,15,2,1,3,3,1,1,4,640
10000186,4,0,2,9:44,WI,10184,1,1,5,d,NA,51,51,0,3,15,2,1,3,3,1,1,2,637
10000186,5,0,2,9:45,WI,10184,1,1,5,d,NA,51,51,0,3,15,2,1,3,3,1,1,3,643
10000195,1,0,0,15:33,OR,10192,1,0,4,f,4,44,44,0,4,5,1,1,3,3,0,1,2,605
10000195,2,0,0,15:34,OR,10192,1,0,4,f,4,44,44,0,4,5,1,1,3,3,0,1,2,614
10000195,3,0,0,15:36,OR,10192,1,0,4,f,4,44,44,0,4,5,1,1,3,3,0,1,2,614
10000195,4,0,0,15:52,OR,10192,1,0,4,f,4,44,44,0,4,5,1,1,3,3,0,1,2,621
10000195,5,0,0,15:54,OR,10192,1,0,4,f,4,44,44,0,4,5,1,1,3,3,0,1,2,614
10000196,1,0,2,14:44,UT,10193,1,0,10,f,NA,21,21,0,1,4,1,1,3,3,0,2,1,647
10000196,2,0,2,14:45,UT,10193,1,0,10,f,NA,21,21,0,1,4,1,1,3,3,0,2,1,628
